t,(Var=C2) C2,(Var=CP) CP,(Var=CT) CT,(Var=EmptySet) EmptySet,(Var=J_Reaction1) J_Reaction1,(Var=J_Reaction2) J_Reaction2,(Var=J_Reaction3) J_Reaction3,(Var=J_Reaction4) J_Reaction4,(Var=J_Reaction5) J_Reaction5,(Var=J_Reaction6) J_Reaction6,(Var=J_Reaction7) J_Reaction7,(Var=J_Reaction8) J_Reaction8,(Var=J_Reaction9) J_Reaction9,(Var=M) M,(Var=pM) pM,(Var=Y) Y,(Var=YP) YP
1.63E-002,749.0984021512,749098.315754581,1000000,0,72.7917962908,7.49E+008,7.49E+008,1.37E+004,0,15000,0,3.56E-001,4.50E+003,7.28E+001,250079.794046976,91.415193683,5.93E-001
1.96E-002,749.0527429567,749052.641512904,1000000,0,87.3468905772,7.49E+008,7.49E+008,1.42E+004,0,15000,0,5.13E-001,4.50E+003,8.73E+001,250110.958853561,94.8052774164,8.55E-001
2.39E-002,748.9912085899,748991.087823258,1000000,0,106.3110380328,7.49E+008,7.49E+008,1.46E+004,0,15000,0,7.62E-001,4.50E+003,1.06E+002,250153.609930119,97.3362039177,1.27E+000
2.82E-002,748.9285576551,748928.417822409,1000000,0,125.1978624544,7.49E+008,7.49E+008,1.48E+004,0,15000,0,1.06E+000,4.50E+003,1.25E+002,250197.45575748,98.668243837,1.76E+000
3.25E-002,748.8653592031,748865.200475147,1000000,0,144.0078987403,7.49E+008,7.49E+008,1.49E+004,0,15000,0,1.40E+000,4.51E+003,1.44E+002,250241.926266909,99.3712626588,2.34E+000
3.79E-002,748.7858998658,748785.717653773,1000000,0,167.4518044103,7.49E+008,7.49E+008,1.49E+004,0,15000,0,1.90E+000,4.51E+003,1.67E+002,250298.04464195,99.8067526435,3.17E+000
4.44E-002,748.6903123264,748690.102103717,1000000,0,195.4586175057,7.49E+008,7.49E+008,1.50E+004,0,15000,0,2.60E+000,4.51E+003,1.95E+002,250365.74896645,100.031966087,4.33E+000
5.08E-002,748.5947734558,748594.535411718,1000000,0,223.295747397,7.49E+008,7.49E+008,1.50E+004,0,15000,0,3.40E+000,4.51E+003,2.23E+002,250433.574067428,100.1253180179,5.66E+000
6.00E-002,748.4594345686,748459.15734568,1000000,0,262.5081991474,7.48E+008,7.48E+008,1.50E+004,0,15000,0,4.72E+000,4.51E+003,2.63E+002,250529.875020604,100.1802444787,7.86E+000
6.99E-002,748.3144737705,748314.154852861,1000000,0,304.2431864534,7.48E+008,7.48E+008,1.50E+004,0,15000,0,6.36E+000,4.52E+003,3.04E+002,250633.287486914,100.2092885336,1.06E+001
8.48E-002,748.0963056443,748095.924476298,1000000,0,366.5553263552,7.48E+008,7.48E+008,1.50E+004,0,15000,0,9.29E+000,4.52E+003,3.67E+002,250789.423891702,100.2411052055,15.4828827351
0.1103435902,747.7243561229,747723.870184316,1000000,0,471.4305337397,7.48E+008,7.48E+008,1.50E+004,0,15000,0,15.5266853075,4.53E+003,4.71E+002,251056.974925821,100.2913636171,25.8778088458
0.1561188564,747.0644304049,747063.762701631,1000000,0,653.376785823,7.47E+008,7.47E+008,1.50E+004,0,15000,0,30.3705921289,4.55E+003,6.53E+002,251535.79608214,100.3801295876,50.6176535482
0.25163605,745.7132436542,745712.219601119,1000000,0,1010.0825713146,7.46E+008,7.46E+008,1.50E+004,0,15000,0,75.2385138955,4.59E+003,1.01E+003,252531.98458391,100.5623373824,125.3975231592
0.4267168322,743.3194834981,743317.876557277,1000000,0,1593.5526394666,7.43E+008,7.43E+008,1.50E+004,0,15000,0,198.7597655128,4.69E+003,1.59E+003,254345.251319752,100.8867171692,331.2662758546
0.6536633727,740.3563268993,740354.074781607,1000000,0,2239.3741971667,7.40E+008,7.40E+008,1.50E+004,0,15000,0,419.5363953078,4.85E+003,2.24E+003,256666.194694319,101.2910892284,699.2273255129
0.8806099132,737.527945937,737525.146050534,1000000,0,2787.690278722,7.38E+008,7.38E+008,1.50E+004,0,15000,0,687.8070216891,5.02E+003,2.79E+003,258949.6357248,101.6800349611,1146.3450361484
1.1305275553,734.5460423519,734542.72609889,1000000,0,3304.5727775603,7.35E+008,7.35E+008,1.50E+004,0,15000,0,1018.0297288782,5.22E+003,3.30E+003,261418.155081186,102.0932773414,1696.7162147969
1.4723296037,730.6585215682,730654.610168633,1000000,0,3900.314129586,7.31E+008,7.31E+008,1.50E+004,0,15000,0,1500.8268172591,5.49E+003,3.90E+003,264714.417180201,102.6370131513,2501.3780287651
1.8141316522,726.9572679271,726952.855903419,1000000,0,4401.4385167162,7.27E+008,7.27E+008,1.50E+004,0,15000,0,1995.0142813833,5.76E+003,4.40E+003,267918.748311928,103.1600368248,3325.0238023055
2.1733578989,723.237992963,723233.128242109,1000000,0,4854.5882703863,7.23E+008,7.23E+008,1.50E+004,0,15000,0,2508.1347809384,6.03E+003,4.85E+003,271189.045494534,103.6909512807,4180.2246348973
2.6894019298,718.1570327436,718151.609300323,1000000,0,5413.8691295883,7.18E+008,7.18E+008,1.50E+004,0,15000,0,3213.2176370398,6.42E+003,5.41E+003,275716.36453733,104.4250736304,5355.3627283996
3.2054459608,713.3443988637,713338.488265678,1000000,0,5901.5108206473,7.13E+008,7.13E+008,1.50E+004,0,15000,0,3868.7100945679,6.80E+003,5.90E+003,280046.656514798,105.1300342411,6447.8501576132
3.7214899918,708.7707345958,708764.381002383,1000000,0,6344.9490796464,7.09E+008,7.09E+008,1.50E+004,0,15000,0,4472.8252274026,7.17E+003,6.34E+003,284181.899183365,105.8088495515,7454.7087123376
4.5005357361,702.2821471464,702275.168121916,1000000,0,6971.0055513891,7.02E+008,7.02E+008,1.50E+004,0,15000,0,5298.8171724692,7.76E+003,6.97E+003,290051.544179533,106.7870583689,8831.3619541154
5.2795814805,696.2730955402,696265.504398146,1000000,0,7583.7351471549,6.96E+008,6.96E+008,1.50E+004,0,15000,0,6046.3066874034,8.38E+003,7.58E+003,295454.487359147,107.7092952316,10077.1778123391
6.1792085805,689.9361707154,689927.844996257,1000000,0,8319.0467464993,6.90E+008,6.90E+008,1.50E+004,0,15000,0,6852.8888434818,9.17E+003,8.32E+003,301063.172086516,108.6993944953,11421.481405803
7.360192177,682.680553254,682671.137604479,1000000,0,9410.0671090488,6.83E+008,6.83E+008,1.50E+004,0,15000,0,7898.2902337999,1.04E+004,9.41E+003,307236.114733171,109.8559730513,13163.8170563331
8.4779516381,677.1297263604,677119.020841,1000000,0,10701.2269499649,6.77E+008,6.77E+008,1.50E+004,0,15000,0,8973.455857199,1.20E+004,1.07E+004,311502.622482529,110.7581951084,14955.7597619983
9.342814558,673.9605201779,673948.495365452,1000000,0,12021.8395438893,6.74E+008,6.74E+008,1.50E+004,0,15000,0,9950.3977096382,1.38E+004,1.20E+004,313355.704570254,111.2808085599,16583.9961827303
10.041518599,672.3598116233,672346.349615672,1000000,0,13460.4722909021,6.72E+008,6.72E+008,1.50E+004,0,15000,0,10910.5978885356,1.59E+004,1.35E+004,313520.818281496,111.5477308598,18184.329814226
10.6520146615,671.9239414394,671908.736506443,1000000,0,15205.141294826,6.72E+008,6.72E+008,1.50E+004,0,15000,0,11961.0007750133,1.86E+004,1.52E+004,312214.198256873,111.6225242926,19935.0012916888
11.1095374512,672.4158866776,672398.84837287,1000000,0,17040.3474042886,6.72E+008,6.72E+008,1.50E+004,0,15000,0,12958.0459976622,2.18E+004,1.70E+004,309888.388335727,111.5434115329,21596.743329437
11.5064596855,673.6449188404,673625.64312289,1000000,0,19279.999308933,6.74E+008,6.74E+008,1.50E+004,0,15000,0,14055.9188375485,2.60E+004,1.93E+004,306420.712648865,111.3429887486,23426.5313959142
