t,(Var=C2) C2,(Var=CP) CP,(Var=CT) CT,(Var=EmptySet) EmptySet,(Var=J_Reaction1) J_Reaction1,(Var=J_Reaction2) J_Reaction2,(Var=J_Reaction3) J_Reaction3,(Var=J_Reaction4) J_Reaction4,(Var=J_Reaction5) J_Reaction5,(Var=J_Reaction6) J_Reaction6,(Var=J_Reaction7) J_Reaction7,(Var=J_Reaction8) J_Reaction8,(Var=J_Reaction9) J_Reaction9,(Var=M) M,(Var=pM) pM,(Var=Y) Y,(Var=YP) YP
512,828,828232.445351986,1000000,0,164154.905898587,828000000,828000000,15016.4303909625,0,15000,0,81579.0926738254,33028.6571676875,164154.905898587,6784.2522980284,90.6534782309,135965.154456376
513,854,853613.005612572,1000000,0,140440.821062708,854000000,854000000,15013.0052870132,0,15000,0,88980.3461221149,18171.0396941483,140440.821062708,5092.4200034669,87.9380069675,148300.576870191
513,875,874819.587666618,1000000,0,119252.739610363,875000000,875000000,15010.2865526584,0,15000,0,93232.5925995466,13025.0329796048,119252.739610363,5052.733986645,85.7907548269,155387.654332578
513,897,896483.430865514,1000000,0,96716.098091637,897000000,896000000,15007.6746084665,0,15000,0,95081.8014805857,10046.7732117832,96716.098091637,5903.8909774259,83.7030227875,158469.669134309
513,920,919522.992349291,1000000,0,71531.9376049458,920000000,920000000,15005.0451924097,0,15000,0,92883.3394786919,7536.1403224598,71531.9376049458,8025.475577883,81.5914627326,154805.56579782
514,942,941900.936394017,1000000,0,44348.3606527714,942000000,942000000,15002.4974467926,0,15000,0,82789.2923443553,4765.1124589543,44348.3606527714,12808.757697734,79.6394656121,137982.153907259
515,956,955853.953603491,1000000,0,19676.0501805256,956000000,956000000,15000.391054544,0,15000,0,60291.5082390147,2061.8699613728,19676.0501805256,23514.122590983,78.4659152059,100485.847065024
516,954,954146.034637429,1000000,0,8399.4767035213,954000000,954000000,14999.4600373985,0,15000,0,39443.4275792727,1120.5317026684,8399.4767035213,36500.3342183353,78.6014901959,65739.0459654545
517,945,945294.515113531,1000000,0,3852.8189567901,945000000,945000000,14999.0668409978,0,15000,0,24603.3156641684,1031.6830310742,3852.8189567901,49907.3675506087,79.335416641,41005.5261069473
518,934,933649.757876484,1000000,0,2163.2049333984,934000000,934000000,14998.8974314771,0,15000,0,15046.3244901919,1191.8393878424,2163.2049333984,63253.3852562127,80.3240042904,25077.2074836531
